system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,.geo
2007_03_30_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_03_0,44.0,0.0,0.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_07_0,42.0,72.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_11_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_15_0,40.0,0.0,0.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_19_0,48.0,72.0,2.0,7.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_23_0,44.0,0.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_04_27_0,59.0,0.0,2.0,8.0,17.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_01_0,5.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_05_0,39.0,48.0,10.0,6.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_09_0,88.0,0.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_13_0,81.0,8.0,32.0,11.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_17_0,91.0,0.0,34.0,2.0,60.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_21_0,93.0,0.0,32.0,1.0,61.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_25_0,94.0,72.0,50.0,0.0,68.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_05_29_0,83.0,72.0,32.0,10.0,45.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_02_0,95.0,8.0,99.0,,59.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_06_0,85.0,8.0,34.0,7.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_10_0,93.0,0.0,97.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_14_0,100.0,72.0,113.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_18_0,91.0,0.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_22_0,50.0,32.0,18.0,8.0,15.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_26_0,93.0,72.0,97.0,,57.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_06_30_0,93.0,8.0,34.0,0.0,68.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_04_0,70.0,8.0,0.0,7.0,25.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_08_0,84.0,32.0,34.0,8.0,47.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_12_0,91.0,8.0,34.0,2.0,55.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_16_0,84.0,8.0,32.0,8.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_20_0,93.0,0.0,34.0,0.0,65.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_24_0,94.0,0.0,32.0,0.0,68.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_07_28_0,89.0,72.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_01_0,91.0,8.0,32.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_05_0,93.0,8.0,32.0,1.0,64.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_09_0,91.0,0.0,32.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_13_0,90.0,0.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_17_0,92.0,8.0,34.0,1.0,60.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_21_0,88.0,0.0,32.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_25_0,89.0,0.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_08_29_0,90.0,0.0,34.0,4.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_02_0,89.0,0.0,34.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_06_0,70.0,32.0,2.0,4.0,19.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_10_0,89.0,0.0,32.0,5.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_14_0,89.0,8.0,32.0,6.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_18_0,90.0,8.0,34.0,5.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_22_0,88.0,8.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_26_0,88.0,0.0,32.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_09_30_0,75.0,0.0,0.0,8.0,24.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_04_0,80.0,0.0,0.0,8.0,30.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_08_0,87.0,0.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_12_0,65.0,48.0,0.0,8.0,17.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_16_0,79.0,0.0,2.0,10.0,22.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_20_0,74.0,0.0,2.0,7.0,17.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_24_0,72.0,0.0,0.0,8.0,16.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_10_28_0,67.0,0.0,0.0,8.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_01_0,60.0,0.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_05_0,56.0,0.0,0.0,9.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_09_0,46.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_13_0,47.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_17_0,42.0,8.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_21_0,4.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_25_0,33.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_11_29_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_03_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_07_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_11_0,3.0,48.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_15_0,27.0,0.0,2.0,12.0,4.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_19_0,36.0,72.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_23_0,43.0,72.0,16.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_27_0,26.0,0.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_12_31_0,36.0,0.0,0.0,8.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_01_0,36.0,0.0,0.0,8.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_05_0,34.0,72.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_09_0,41.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_13_0,41.0,8.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_17_0,38.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_21_0,36.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_25_0,35.0,48.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_01_29_0,35.0,8.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_02_0,42.0,8.0,2.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_06_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_10_0,38.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_14_0,41.0,8.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_18_0,43.0,8.0,0.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_22_0,34.0,8.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_02_26_0,39.0,0.0,2.0,6.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_01_0,38.0,0.0,0.0,6.0,8.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_05_0,40.0,0.0,2.0,8.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_09_0,34.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_13_0,44.0,8.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_17_0,34.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_21_0,46.0,8.0,0.0,9.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_25_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_03_29_0,3.0,32.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_02_0,42.0,8.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_06_0,40.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_10_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_14_0,39.0,32.0,0.0,6.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_18_0,41.0,72.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_22_0,44.0,8.0,0.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_26_0,46.0,0.0,2.0,7.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_04_30_0,57.0,0.0,2.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_04_0,52.0,0.0,0.0,0.0,13.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_08_0,48.0,8.0,115.0,,13.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_12_0,78.0,0.0,2.0,10.0,33.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_16_0,92.0,0.0,32.0,2.0,59.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_20_0,88.0,0.0,34.0,4.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_24_0,41.0,48.0,107.0,,10.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_05_28_0,92.0,8.0,32.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_01_0,33.0,48.0,105.0,,8.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_05_0,85.0,72.0,32.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_09_0,92.0,8.0,34.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_13_0,93.0,0.0,32.0,1.0,62.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_17_0,93.0,0.0,34.0,0.0,67.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_21_0,94.0,72.0,97.0,,58.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_25_0,90.0,0.0,34.0,3.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_06_29_0,89.0,32.0,34.0,5.0,51.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_03_0,80.0,8.0,32.0,12.0,42.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_07_0,87.0,8.0,32.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_11_0,92.0,0.0,34.0,1.0,62.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_15_0,90.0,0.0,32.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_19_0,92.0,0.0,34.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_23_0,92.0,72.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_27_0,84.0,72.0,32.0,8.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_07_31_0,91.0,8.0,34.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_04_0,89.0,8.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_08_0,89.0,8.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_12_0,58.0,72.0,8.0,9.0,17.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_16_0,91.0,8.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_20_0,53.0,32.0,107.0,,14.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_24_0,91.0,8.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_08_28_0,89.0,0.0,32.0,4.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_01_0,94.0,72.0,97.0,,58.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_05_0,88.0,0.0,32.0,5.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_09_0,90.0,0.0,34.0,4.0,48.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_13_0,88.0,0.0,32.0,6.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_17_0,89.0,0.0,34.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_21_0,88.0,8.0,32.0,6.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_25_0,87.0,8.0,32.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_09_29_0,88.0,0.0,32.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_03_0,87.0,0.0,34.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_07_0,77.0,0.0,0.0,9.0,26.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_11_0,73.0,0.0,0.0,8.0,23.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_15_0,71.0,0.0,0.0,7.0,21.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_19_0,54.0,8.0,0.0,8.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_23_0,61.0,0.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_27_0,52.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_10_31_0,52.0,0.0,0.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_04_0,35.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_08_0,2.0,32.0,107.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_12_0,2.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_16_0,39.0,48.0,16.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_20_0,42.0,8.0,2.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_24_0,43.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_11_28_0,3.0,32.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_02_0,43.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_06_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_10_0,44.0,0.0,0.0,7.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_14_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_18_0,35.0,8.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_22_0,35.0,72.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_26_0,43.0,0.0,0.0,7.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2008_12_30_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_01_0,41.0,8.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_05_0,35.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_09_0,42.0,0.0,0.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_13_0,41.0,8.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_17_0,35.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_21_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_25_0,26.0,72.0,8.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_01_29_0,37.0,0.0,2.0,8.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_02_0,41.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_06_0,39.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_10_0,42.0,0.0,0.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_14_0,41.0,0.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_18_0,42.0,8.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_22_0,37.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_02_26_0,40.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_02_0,41.0,8.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_06_0,33.0,8.0,16.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_10_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_14_0,42.0,8.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_18_0,41.0,0.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_22_0,43.0,72.0,8.0,0.0,8.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_26_0,43.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_03_30_0,34.0,8.0,0.0,9.0,8.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_03_0,43.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_07_0,39.0,0.0,2.0,8.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_11_0,37.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_15_0,42.0,0.0,2.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_19_0,40.0,0.0,0.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_23_0,41.0,8.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_04_27_0,3.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_01_0,13.0,32.0,99.0,,3.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_05_0,74.0,0.0,2.0,8.0,29.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_09_0,27.0,32.0,8.0,0.0,6.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_13_0,76.0,32.0,97.0,,29.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_17_0,94.0,0.0,34.0,0.0,68.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_21_0,93.0,8.0,34.0,1.0,62.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_25_0,41.0,32.0,113.0,,10.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_05_29_0,87.0,8.0,34.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_02_0,42.0,72.0,0.0,3.0,12.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_06_0,88.0,8.0,99.0,,45.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_10_0,38.0,48.0,107.0,,9.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_14_0,95.0,8.0,99.0,,59.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_18_0,84.0,8.0,32.0,8.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_22_0,92.0,8.0,34.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_26_0,90.0,0.0,32.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_06_30_0,90.0,0.0,34.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_04_0,89.0,72.0,97.0,,47.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_08_0,89.0,8.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_12_0,86.0,8.0,34.0,6.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_16_0,92.0,8.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_20_0,82.0,72.0,32.0,10.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_24_0,93.0,0.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_07_28_0,92.0,0.0,32.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_01_0,91.0,0.0,32.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_05_0,90.0,0.0,34.0,3.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
